Wavenumber,Absorbance
1427.21431,0.00107
1425.28574,0.00107
1423.35718,0.00108
1421.42861,0.00108
1419,0.00107
1417.07144,0.00107
1415.14287,0.00107
1413.21431,0.00106
1411.28574,0.00107
1409.35718,0.00109
1407.42861,0.00109
1406,0.00108
1404.07144,0.00106
1402.14287,0.00106
1400.21431,0.00106
1398.28574,0.00105
1396.35718,0.00105
1394.42861,0.00106
1392,0.00108
1390.07144,0.00108
1388.14287,0.00108
1386.21431,0.00108
1384.28574,0.00108
1382.35718,0.00108
1380.42861,0.00107
1379,0.00107
1377.07144,0.00107
1375.14287,0.00107
1373.21431,0.00108
1371.28574,0.00107
1369.35718,0.00106
1367.42861,0.00105
1365,0.00104
1363.07144,0.00104
1361.14287,0.00105
1359.21431,0.00106
1357.28574,0.00107
1355.35718,0.00108
1353.42861,0.00107
1352,0.00106
1350.07144,0.00105
1348.14287,0.00105
1346.21431,0.00105
1344.28574,0.00105
1342.35718,0.00106
1340.42861,0.00106
1338,0.00106
1336.07144,0.00105
1334.14287,0.00105
1332.21431,0.00105
1330.28574,0.00105
1328.35718,0.00106
1326.42861,0.00107
1325,0.00106
1323.07144,0.00105
1321.14287,0.00105
1319.21431,0.00105
1317.28574,0.00105
1315.35718,0.00106
1313.42861,0.00106
1311,0.00105
1309.07144,0.00104
1307.14287,0.00104
1305.21431,0.00105
1303.28574,0.00107
1301.35718,0.00106
1299.42861,0.00103
1298,0.00101
1296.07144,0.00102
1294.14287,0.00102
1292.21431,0.00103
1290.28574,0.00103
1288.35718,0.00103
1286.42861,0.00103
1284,0.00103
1282.07144,0.00105
1280.14287,0.00104
1278.21431,0.00102
1276.28574,0.00102
1274.35718,0.00103
1272.42861,0.00102
1271,0.00101
1269.07144,0.001
1267.14287,0.00101
1265.21431,0.00101
1263.28574,0.00102
1261.35718,0.00102
1259.42861,0.00101
1257,0.00101
1255.07144,0.001
1253.14287,0.00101
1251.21431,0.00102
1249.28574,0.00102
1247.35718,0.001
1245.42861,9.97E-04
1244,0.001
1242.07144,0.001
1240.14287,9.86E-04
1238.21431,9.74E-04
1236.28574,9.81E-04
1234.35718,9.98E-04
1232.42861,0.00101
1230,0.001
1228.07144,9.88E-04
1226.14287,9.71E-04
1224.21431,9.62E-04
1222.28574,9.58E-04
1220.35718,9.56E-04
1218.42861,9.55E-04
1217,9.57E-04
1215.07144,9.70E-04
1213.14287,9.92E-04
1211.21431,0.00101
1209.28574,9.97E-04
1207.35718,9.76E-04
1205.42861,9.61E-04
1203,9.55E-04
1201.07144,9.58E-04
1199.14287,9.63E-04
1197.21431,9.57E-04
1195.28574,9.51E-04
1193.35718,9.58E-04
1191.42861,9.58E-04
1190,9.42E-04
1188.07144,9.29E-04
1186.14287,9.28E-04
1184.21431,9.35E-04
1182.28574,9.42E-04
1180.35718,9.48E-04
1178.42861,9.46E-04
1176,9.37E-04
1174.07144,9.24E-04
1172.14287,9.20E-04
1170.21431,9.38E-04
1168.28574,9.64E-04
1166.35718,9.80E-04
1164.42861,9.83E-04
1163,9.69E-04
1161.07144,9.48E-04
1159.14287,9.31E-04
1157.21431,9.21E-04
1155.28574,9.22E-04
1153.35718,9.32E-04
1151.42861,9.37E-04
1149,9.32E-04
1147.07144,9.33E-04
1145.14287,9.38E-04
1143.21431,9.27E-04
1141.28574,9.15E-04
1139.35718,9.18E-04
1137.42861,9.15E-04
1136,9.04E-04
1134.07144,9.02E-04
1132.14287,9.07E-04
1130.21431,9.16E-04
1128.28574,9.25E-04
1126.35718,9.25E-04
1124.42861,9.13E-04
1122,9.07E-04
1120.07144,9.07E-04
1118.14287,8.99E-04
1116.21431,8.87E-04
1114.28574,8.88E-04
1112.35718,8.96E-04
1110.42861,8.96E-04
1109,8.87E-04
1107.07144,8.88E-04
1105.14287,8.94E-04
1103.21431,8.93E-04
1101.28574,8.90E-04
1099.35718,8.94E-04
1097.42861,8.85E-04
1095,8.71E-04
1093.07144,8.80E-04
1091.14287,8.95E-04
1089.21431,8.94E-04
1087.28574,8.85E-04
1085.35718,8.78E-04
1083.42861,8.82E-04
1082,8.88E-04
1080.07144,8.82E-04
1078.14287,8.70E-04
1076.21431,8.76E-04
1074.28574,9.01E-04
1072.35718,9.17E-04
1070.42861,9.08E-04
1068,8.83E-04
1066.07144,8.56E-04
1064.14287,8.34E-04
1062.21431,8.22E-04
1060.28574,8.26E-04
1058.35718,8.51E-04
1056.42861,8.70E-04
1055,8.69E-04
1053.07144,8.65E-04
1051.14287,8.68E-04
1049.21431,8.68E-04
1047.28574,8.55E-04
1045.35718,8.43E-04
1043.42861,8.51E-04
1041,8.57E-04
1039.07144,8.41E-04
1037.14287,8.37E-04
1035.21431,8.66E-04
1033.28574,8.94E-04
1031.35718,9.02E-04
1029.42861,8.96E-04
1028,8.77E-04
1026.07144,8.56E-04
1024.14287,8.52E-04
1022.21431,8.59E-04
1020.28574,8.74E-04
1018.35718,8.95E-04
1016.42861,9.03E-04
1014,8.96E-04
1012.07144,8.77E-04
1010.14287,8.65E-04
1008.21431,8.80E-04
1006.28574,9.07E-04
1004.35718,9.13E-04
1002.42861,9.03E-04
1001,8.93E-04
999.07144,8.95E-04
997.14287,9.04E-04
995.21431,9.08E-04
993.28574,9.02E-04
991.35718,8.86E-04
989.42861,8.67E-04
987,8.59E-04
985.07144,8.67E-04
983.14287,8.81E-04
981.21431,8.87E-04
979.28574,8.90E-04
977.35718,9.05E-04
975.42861,9.26E-04
974,9.16E-04
972.07144,8.87E-04
970.14287,8.77E-04
968.21431,8.75E-04
966.28574,8.58E-04
964.35718,8.47E-04
962.42861,8.51E-04
960,8.54E-04
958.07144,8.49E-04
956.14287,8.42E-04
954.21431,8.35E-04
952.28574,8.31E-04
950.35718,8.37E-04
948.42861,8.56E-04
947,8.65E-04
945.07144,8.54E-04
943.14287,8.35E-04
941.21431,8.27E-04
939.28574,8.32E-04
937.35718,8.36E-04
935.42861,8.27E-04
933,8.18E-04
931.07144,8.31E-04
929.14287,8.65E-04
927.21431,9.05E-04
925.28574,9.15E-04
923.35718,8.84E-04
921.42861,8.49E-04
920,8.39E-04
918.07144,8.44E-04
916.14287,8.52E-04
914.21431,8.50E-04
912.28574,8.45E-04
910.35718,8.50E-04
908.42861,8.54E-04
906,8.40E-04
904.07144,8.18E-04
902.14287,8.12E-04
900.21431,8.21E-04
898.28574,8.24E-04
896.35718,8.12E-04
895,7.95E-04
893.07144,7.95E-04
891.14287,8.16E-04
889.21431,8.19E-04
887.28574,7.82E-04
885.35718,7.30E-04
883,7.15E-04
881.07144,7.48E-04
879.14287,7.85E-04
877.21431,8.01E-04
875.28574,8.06E-04
873.35718,8.02E-04
872,7.92E-04
870.07144,7.91E-04
868.14287,8.04E-04
866.21431,8.09E-04
864.28574,7.82E-04
862.35718,7.58E-04
860,7.85E-04
858.07144,8.18E-04
856.14287,7.99E-04
854.21431,7.53E-04
852.28574,7.24E-04
850.35718,7.24E-04
849,7.35E-04
