Wavenumber,Absorbance
1429.14287,0.00144
1427.21431,0.00143
1425.28574,0.00142
1423.35718,0.00141
1421.42861,0.00141
1419,0.00141
1417.07144,0.0014
1415.14287,0.00139
1413.21431,0.0014
1411.28574,0.00141
1409.35718,0.00141
1407.42861,0.00142
1406,0.00141
1404.07144,0.00141
1402.14287,0.00141
1400.21431,0.00142
1398.28574,0.00143
1396.35718,0.00143
1394.42861,0.00143
1392,0.00144
1390.07144,0.00144
1388.14287,0.00143
1386.21431,0.00143
1384.28574,0.00143
1382.35718,0.00144
1380.42861,0.00143
1379,0.00142
1377.07144,0.00141
1375.14287,0.00143
1373.21431,0.00144
1371.28574,0.00143
1369.35718,0.00143
1367.42861,0.00142
1365,0.00141
1363.07144,0.00139
1361.14287,0.00138
1359.21431,0.00138
1357.28574,0.00139
1355.35718,0.00139
1353.42861,0.0014
1352,0.00139
1350.07144,0.0014
1348.14287,0.00141
1346.21431,0.00142
1344.28574,0.00142
1342.35718,0.00141
1340.42861,0.00141
1338,0.00141
1336.07144,0.00141
1334.14287,0.00141
1332.21431,0.00141
1330.28574,0.00141
1328.35718,0.00141
1326.42861,0.0014
1325,0.0014
1323.07144,0.00139
1321.14287,0.0014
1319.21431,0.00141
1317.28574,0.00141
1315.35718,0.00141
1313.42861,0.00141
1311,0.00143
1309.07144,0.00144
1307.14287,0.00143
1305.21431,0.00142
1303.28574,0.0014
1301.35718,0.00141
1299.42861,0.00141
1298,0.0014
1296.07144,0.0014
1294.14287,0.00141
1292.21431,0.00141
1290.28574,0.0014
1288.35718,0.0014
1286.42861,0.0014
1284,0.0014
1282.07144,0.0014
1280.14287,0.0014
1278.21431,0.00139
1276.28574,0.00138
1274.35718,0.00136
1272.42861,0.00136
1271,0.00137
1269.07144,0.00138
1267.14287,0.00137
1265.21431,0.00136
1263.28574,0.00136
1261.35718,0.00137
1259.42861,0.00137
1257,0.00138
1255.07144,0.00137
1253.14287,0.00137
1251.21431,0.00137
1249.28574,0.00138
1247.35718,0.00137
1245.42861,0.00136
1244,0.00136
1242.07144,0.00136
1240.14287,0.00136
1238.21431,0.00135
1236.28574,0.00134
1234.35718,0.00134
1232.42861,0.00134
1230,0.00135
1228.07144,0.00135
1226.14287,0.00133
1224.21431,0.00132
1222.28574,0.00131
1220.35718,0.00132
1218.42861,0.00133
1217,0.00133
1215.07144,0.00133
1213.14287,0.00133
1211.21431,0.00131
1209.28574,0.00131
1207.35718,0.00133
1205.42861,0.00133
1203,0.00133
1201.07144,0.00133
1199.14287,0.00133
1197.21431,0.00133
1195.28574,0.00132
1193.35718,0.00131
1191.42861,0.00132
1190,0.00133
1188.07144,0.00132
1186.14287,0.00132
1184.21431,0.00132
1182.28574,0.00132
1180.35718,0.00131
1178.42861,0.00131
1176,0.00131
1174.07144,0.00132
1172.14287,0.00132
1170.21431,0.00132
1168.28574,0.00133
1166.35718,0.00133
1164.42861,0.00132
1163,0.0013
1161.07144,0.00129
1159.14287,0.00129
1157.21431,0.0013
1155.28574,0.00131
1153.35718,0.00131
1151.42861,0.00131
1149.50005,0.00129
1147,0.00127
1145.07144,0.00127
1143.14287,0.00128
1141.21431,0.00128
1139.28574,0.00128
1137.35718,0.00129
1135.42861,0.0013
1133.50005,0.00131
1132,0.0013
1130.07144,0.00128
1128.14287,0.00128
1126.21431,0.00129
1124.28574,0.0013
1122.35718,0.00129
1120.42861,0.00129
1118.50005,0.00128
1117,0.00128
1115.07144,0.00129
1113.14287,0.00129
1111.21431,0.00127
1109.28574,0.00124
1107.35718,0.00123
1105.42861,0.00126
1103.50005,0.00128
1101,0.00128
1099.07144,0.00128
1097.14287,0.00128
1095.21431,0.00127
1093.28574,0.00126
1091.35718,0.00128
1089.42861,0.00128
1087.50005,0.00127
1086,0.00126
1084.07144,0.00126
1082.14287,0.00128
1080.21431,0.0013
1078.28574,0.00132
1076.35718,0.00132
1074.42861,0.0013
1072.50005,0.00129
1070,0.00129
1068.07144,0.00129
1066.14287,0.00129
1064.21431,0.00129
1062.28574,0.00129
1060.35718,0.00129
1058.42861,0.00129
1056.50005,0.00128
1055,0.00128
1053.07144,0.00128
1051.14287,0.0013
1049.21431,0.00131
1047.28574,0.00133
1045.35718,0.00133
1043.42861,0.00131
1041.50005,0.00129
1039,0.00128
1037.07144,0.00129
1035.14287,0.00132
1033.21431,0.00134
1031.28574,0.00134
1029.35718,0.00133
1027.42861,0.00133
1026,0.00134
1024.07144,0.00134
1022.14287,0.00132
1020.21431,0.00132
1018.28574,0.00134
1016.35718,0.00135
1014.42861,0.00134
1012,0.00134
1010.07144,0.00135
1008.14287,0.00134
1006.21431,0.00134
1004.28574,0.00133
1002.35718,0.00131
1000.42861,0.0013
999,0.00129
997.07144,0.0013
995.14287,0.00131
993.21431,0.00132
991.28574,0.00132
989.35718,0.00133
987.42861,0.00133
985,0.00132
983.07144,0.00131
981.14287,0.00132
979.21431,0.00132
977.28574,0.00131
975.35718,0.0013
973.42861,0.00131
972,0.00134
970.07144,0.00134
968.14287,0.00131
966.21431,0.0013
964.28574,0.0013
962.35718,0.0013
960.42861,0.00128
958.50005,0.00128
957,0.00128
955.07144,0.00127
953.14287,0.00128
951.21431,0.00129
949.28574,0.00129
947.35718,0.00127
945.42861,0.00127
943.50005,0.00129
941,0.00131
939.07144,0.00131
937.14287,0.0013
935.21431,0.00128
933.28574,0.00126
931.35718,0.00125
929.42861,0.00125
927.50005,0.00125
926,0.00125
924.07144,0.00126
922.14287,0.00124
920.21431,0.00123
918.28574,0.00123
916.35718,0.00125
914.42861,0.00127
912,0.00126
910.07144,0.00122
908.14287,0.0012
906.21431,0.0012
904.28574,0.0012
902.35718,0.00121
900.42861,0.00121
899,0.00122
897.07144,0.00123
895.14287,0.00122
893.21431,0.0012
891.28574,0.0012
889.35718,0.00122
887.42861,0.00123
885,0.00122
883.07144,0.0012
881.14287,0.00119
879.21431,0.00117
877.28574,0.00116
875.35718,0.00115
873.42861,0.00116
872,0.00116
870.07144,0.00117
868.14287,0.00117
866.21431,0.00119
864.28574,0.00121
862.35718,0.00121
860.42861,0.00118
858,0.00115
856.07144,0.00115
854.14287,0.00117
852.21431,0.00118
850.28574,0.00118
848.35718,0.0012
